ID,bicycle,bus,car,e_scooter,light_rail,other,regional_train,train,walk
266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32
267,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15999999999999998
268,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.21
269,0.0,3.42,0.0,0.0,0.0,0.0,6.39,0.0,0.03
270,0.0,0.0,0.0,0.0,0.0,0.0,12.809999999999999,0.0,0.59
271,0.0,6.42,0.0,0.0,0.0,0.0,0.0,0.0,0.43
272,0.0,0.0,0.0,0.0,5.99,0.0,0.0,6.13,0.44
273,0.0,3.29,0.0,0.0,0.0,0.0,5.8,0.0,0.66
274,0.0,0.0,9.74,0.0,0.0,0.0,3.38,0.0,0.42000000000000004
275,0.0,0.0,3.02,0.0,0.0,0.0,0.0,0.0,0.16
276,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.16
277,0.0,0.0,3.66,0.0,0.0,0.0,0.0,0.0,0.04
278,0.0,0.0,3.62,0.0,0.0,0.0,0.0,0.0,0.1
279,0.0,0.0,3.55,0.0,0.0,0.0,0.0,0.0,0.05
280,0.0,0.0,0.0,0.0,0.0,0.0,12.55,0.0,0.49
281,0.0,0.0,0.0,0.0,0.0,0.0,11.73,0.0,0.5
282,0.0,0.0,0.0,0.0,0.0,0.0,12.26,0.0,0.44
283,0.0,0.0,0.0,0.0,0.0,0.0,10.75,0.0,0.47
284,0.0,8.51,0.0,0.0,0.0,0.0,0.0,0.0,0.47000000000000003
285,0.0,0.0,0.0,0.0,0.0,0.0,12.629999999999999,0.0,0.48
286,0.0,0.0,0.0,0.0,0.0,0.0,6.43,6.12,0.52
287,0.0,0.0,0.0,0.0,0.0,0.0,12.24,0.0,0.5
288,0.0,0.0,0.0,0.0,0.0,0.0,6.49,6.13,0.54
289,0.8200000000000001,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03
290,0.42000000000000004,0.0,1.3900000000000001,0.0,0.0,0.0,0.0,0.0,0.05
291,1.02,0.0,7.85,0.0,0.0,0.0,0.0,0.0,0.13
292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.13,0.18
293,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.66
294,0.91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
295,0.41000000000000003,0.51,0.0,0.0,0.0,0.0,0.0,0.0,0.95
296,0.98,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10999999999999999
297,0.84,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
298,0.49000000000000005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05
299,0.34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
300,0.0,0.13,0.0,0.0,0.0,0.0,0.0,5.34,0.05
301,0.95,0.13,1.5,0.0,0.49,0.0,5.69,0.0,0.43000000000000005
302,0.0,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.02
303,0.0,0.0,0.0,0.0,0.0,0.0,3.02,0.0,0.0
304,0.0,0.0,10.27,0.0,0.0,0.0,0.0,0.0,0.06
305,0.0,0.0,23.72,0.0,0.0,0.0,0.0,0.0,0.0
306,0.0,0.0,0.0,0.0,0.0,0.0,6.57,0.0,0.47
307,0.0,0.0,11.31,0.0,0.0,0.0,0.0,0.0,0.02
308,0.0,0.0,0.16,0.0,0.0,0.0,6.92,0.0,0.33999999999999997
309,0.0,0.0,10.190000000000001,0.0,0.0,0.0,0.0,0.0,0.07
310,0.0,0.0,0.83,0.0,0.0,0.0,3.06,0.0,0.22999999999999998
311,0.0,0.0,0.0,0.0,0.0,0.0,6.3100000000000005,0.0,0.27
312,0.0,0.0,0.0,0.0,0.0,0.0,6.51,0.0,0.15
313,0.0,0.0,0.0,0.0,0.0,0.0,6.15,0.0,0.39
314,0.0,0.0,0.0,0.0,0.0,0.0,6.41,0.0,0.4
315,0.0,0.0,0.0,0.0,0.0,0.0,7.3100000000000005,0.0,0.2
316,0.0,0.0,7.92,0.0,0.0,0.0,0.0,0.0,0.4
317,0.0,0.0,10.879999999999999,0.0,0.0,0.0,0.0,0.0,0.10999999999999999
318,0.0,0.0,7.15,0.0,0.0,0.0,0.0,0.0,0.11000000000000001
319,0.0,0.0,3.6,0.0,0.0,0.0,0.0,0.0,0.0
320,0.0,0.0,3.94,0.0,0.0,0.0,0.0,0.0,0.17
321,0.0,0.0,4.08,0.0,0.0,0.0,0.0,0.0,0.73
322,0.0,0.0,0.0,0.0,0.0,0.0,6.15,0.0,0.06
323,0.0,0.49,0.0,0.0,0.0,0.0,0.0,0.0,1.2000000000000002
324,0.0,0.3,22.06,0.0,0.0,0.0,0.0,0.0,0.15
325,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.56
326,0.0,0.47,0.0,0.0,0.0,0.0,0.0,0.0,0.8099999999999999
327,0.0,0.0,1.11,0.0,0.0,0.0,12.0,0.0,0.35
328,0.0,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.8800000000000001
329,0.0,0.32,0.32,0.0,0.0,0.0,0.0,0.0,0.8200000000000001
330,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.52
331,0.3,0.0,0.16,0.0,0.0,0.0,0.0,0.0,0.38
332,0.0,0.14,0.0,0.0,0.0,0.0,0.0,0.0,0.54
333,0.27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76
334,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.37
335,0.0,0.47,0.0,0.0,0.0,0.0,12.94,0.0,0.21
336,3.68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08999999999999998
337,3.8600000000000003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
338,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.15
339,2.9000000000000004,0.0,0.94,0.0,0.0,0.0,0.0,0.0,0.08
340,3.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09
341,0.0,0.0,2.87,0.0,0.0,0.0,0.0,0.0,0.21
342,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
343,3.72,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.07
344,3.74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11
345,3.7800000000000002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1
346,3.66,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08
347,1.88,0.31,0.63,0.0,0.0,0.0,0.0,0.0,0.16
