ID,car,other
554,0.0,0.01
555,0.0,2.2199999999999998
556,7.27,0.13999999999999999
557,1.89,1.3800000000000001
558,2.16,2.4899999999999998
559,1.39,1.2400000000000002
560,0.28,2.4499999999999997
561,6.220000000000001,0.0
562,1.29,1.4100000000000001
563,0.53,6.35
564,4.41,0.0
565,0.0,0.01
566,1.27,0.08
567,34.35,0.0
568,22.09,0.0
569,12.33,0.0
570,3.17,0.31000000000000005
571,35.75,0.05
572,0.5,0.02
573,0.5800000000000001,0.6900000000000001
574,2.98,1.06
575,12.52,0.0
576,0.0,0.47000000000000003
577,0.0,0.37000000000000005
578,14.4,0.0
579,22.35,0.0
580,20.73,0.0
581,1.0699999999999998,0.02
582,1.51,0.02
583,2.35,0.03
584,2.79,0.03
585,2.8099999999999996,0.02
586,2.71,0.23
587,2.34,0.03
588,0.0,0.19
589,3.58,0.33
590,3.7199999999999998,0.01
591,3.33,0.24
592,2.7199999999999998,0.07
593,2.66,0.02
594,0.0,3.7600000000000002
595,0.24,1.37
596,0.0,9.76
597,0.0,2.9699999999999998
598,1.6600000000000001,0.15000000000000002
599,0.39000000000000007,0.09999999999999999
600,2.77,0.0
601,0.16999999999999998,0.02
602,0.0,0.48000000000000004
603,0.0,0.6900000000000001
604,1.9900000000000002,0.26
605,0.78,0.6299999999999999
606,0.0,2.57
607,1.77,0.0
608,0.0,0.36
609,2.18,0.54
610,0.25,0.51
611,0.0,75.38
612,0.0,15.07
613,0.0,0.19
614,1.98,0.54
615,7.16,0.03
616,1.86,0.4
617,0.0,0.21000000000000002
618,0.93,0.6500000000000001
619,0.0,2.5500000000000003
620,0.0,0.11
621,0.0,0.36
622,0.0,0.34
623,0.37,2.88
624,3.45,5.96
625,1.1800000000000002,0.64
626,0.23,1.3699999999999999
627,0.27,1.66
628,1.48,1.3399999999999999
629,0.0,0.22
630,5.930000000000001,0.93
631,0.0,0.19
632,4.27,0.02
633,0.0,0.21000000000000002
634,2.06,1.42
635,0.0,0.01
636,2.8099999999999996,0.30000000000000004
637,2.07,0.97
638,1.9500000000000002,2.14
639,1.76,1.13
640,3.08,0.08
641,0.07,1.6600000000000001
642,0.0,1.6900000000000002
643,0.0,0.16999999999999998
644,0.0,0.36
645,0.0,0.25
646,1.5,0.41000000000000003
647,0.66,0.42000000000000004
648,2.57,3.4
649,2.74,2.9800000000000004
650,0.0,5.790000000000001
651,1.2200000000000002,3.0399999999999996
652,0.0,17.810000000000002
653,2.16,2.4
654,0.0,3.93
655,4.65,0.13
656,3.91,0.5800000000000001
657,2.66,3.7099999999999995
658,0.0,0.55
659,1.3900000000000001,0.27999999999999997
660,1.07,0.42
661,0.0,5.99
662,0.0,0.22999999999999998
663,10.26,0.5800000000000001
664,9.309999999999999,0.52
665,8.37,0.44
666,0.0,0.4
667,6.77,0.0
668,0.0,0.52
669,0.0,0.64
670,0.0,0.5900000000000001
671,0.0,0.76
672,0.0,0.54
673,33.76,0.05
674,0.38,0.26
675,0.0,0.51
676,0.0,0.81
677,0.23,0.2
678,0.0,6.34
679,3.06,3.69
680,0.0,6.73
681,6.199999999999999,0.45
682,0.0,6.7700000000000005
683,0.0,6.63
684,0.0,1.1800000000000002
685,2.07,0.23
686,0.0,0.5900000000000001
687,0.0,0.8300000000000001
688,0.0,0.26
689,3.1999999999999997,0.14
690,0.0,0.58
691,0.85,0.39
692,1.57,0.13
693,10.350000000000001,0.49
694,0.0,0.44
695,0.0,0.55
696,0.26,0.38
697,1.54,0.0
698,0.0,0.55
699,0.0,0.53
700,0.0,0.58
701,23.26,0.28
702,1.58,0.65
703,0.8400000000000001,0.09999999999999999
704,0.39,0.42
705,1.3599999999999999,0.51
706,0.0,0.55
707,2.2800000000000002,0.8300000000000001
708,0.14,0.0
709,0.0,0.1
710,0.0,0.9700000000000001
711,1.29,0.72
712,0.0,27.63
713,0.0,5.3
714,0.0,0.31000000000000005
715,0.0,16.85
716,0.0,0.77
717,0.0,1.08
718,0.0,5.66
719,0.0,5.91
720,0.0,15.440000000000001
721,0.0,0.55
722,4.78,0.45
723,4.81,0.08
724,4.07,0.14
725,0.08,0.05
726,10.239999999999998,0.27
727,2.31,2.52
728,4.53,0.06999999999999999
729,14.170000000000002,0.0
730,3.57,0.51
731,3.68,0.01
732,2.4699999999999998,0.0
733,0.0,0.12
734,2.89,0.0
735,3.8400000000000003,0.37
736,5.78,0.26
737,3.8499999999999996,0.01
738,10.049999999999999,0.36
739,7.580000000000001,0.14
740,3.37,0.17
741,3.13,0.5800000000000001
742,5.53,0.34
743,3.26,0.22000000000000003
744,1.61,0.0
745,2.54,0.0
746,13.129999999999999,1.01
747,5.239999999999999,0.08
748,2.6100000000000003,0.01
749,11.37,0.01
750,5.18,0.02
751,3.45,0.01
752,21.07,0.13999999999999999
753,0.0,13.23
754,0.0,5.59
755,0.0,0.86
756,4.44,0.67
757,0.0,0.5900000000000001
758,0.0,5.7299999999999995
759,0.0,5.96
760,0.0,0.62
761,0.0,0.83
762,0.0,0.73
763,0.0,0.68
764,7.12,0.09
765,0.0,6.3100000000000005
766,0.0,0.61
767,0.0,1.2600000000000002
768,0.0,0.58
769,1.0,1.8599999999999999
770,2.33,0.52
771,0.0,2.5700000000000003
772,1.53,4.05
773,1.18,1.5099999999999998
774,2.39,0.01
775,5.36,0.3400000000000001
776,2.95,0.03
777,2.85,0.39
778,5.570000000000001,0.0
779,0.0,0.5900000000000001
780,0.6000000000000001,0.02
781,2.18,0.5
782,0.33,0.03
783,0.0,0.34
784,0.0,0.33999999999999997
785,1.06,0.1
786,13.659999999999998,0.87
787,14.27,0.38
788,2.7399999999999998,0.54
789,0.59,0.06
790,0.0,0.9099999999999999
791,3.7,0.06
792,30.77,0.17
793,0.0,0.83
794,0.9,0.8700000000000001
795,0.95,0.1
796,0.0,0.62
797,1.16,0.0
798,3.29,0.16000000000000003
799,0.0,5.33
800,4.05,0.09000000000000001
801,4.3,0.08
802,5.07,0.5800000000000001
803,0.13,1.84
804,2.6799999999999997,0.13999999999999999
805,0.5,0.25
806,0.0,0.76
807,1.22,0.07
808,6.66,0.21
809,3.76,0.19
810,0.98,0.19
811,0.19,0.45
812,0.0,0.77
813,0.0,0.75
814,0.0,0.81
815,0.0,0.67
816,0.0,0.81
817,1.46,1.58
818,0.0,0.19
819,0.7,0.05
820,0.69,0.06
821,0.6799999999999999,0.06
822,1.21,0.2
823,0.0,0.8599999999999999
824,3.22,0.02
825,0.0,0.8200000000000001
826,1.6,0.23
827,0.0,1.21
828,1.27,0.05
829,1.6600000000000001,0.01
830,0.8799999999999999,0.19
831,0.0,1.17
832,0.0,1.1800000000000002
833,2.81,0.35
834,3.34,0.5700000000000001
835,0.44,0.3
836,12.24,0.0
837,12.52,0.0
838,1.6099999999999999,0.29000000000000004
839,0.0,1.74
840,0.9299999999999999,1.5700000000000003
841,0.19,2.22
842,1.24,2.06
843,0.5900000000000001,0.41000000000000003
844,0.0,1.7000000000000002
845,0.36,0.71
846,0.0,9.639999999999999
847,1.6400000000000001,0.03
848,13.58,0.48
849,0.61,0.85
850,0.0,1.57
851,18.05,1.3900000000000001
852,0.0,0.99
853,8.42,0.8200000000000001
854,40.199999999999996,0.43
855,17.09,0.85
856,2.22,0.12
857,9.92,0.01
858,4.7,0.0
859,2.61,0.03
860,20.69,0.0
861,2.52,0.01
862,17.94,0.25
863,0.0,0.23
864,17.92,0.24
865,4.3500000000000005,0.03
866,0.0,0.2
867,0.13,0.12
868,0.7999999999999999,0.12
869,0.0,0.48
870,1.8,0.47
871,1.07,0.3
872,48.010000000000005,0.1
873,0.0,0.07
874,16.09,0.24
875,6.170000000000001,0.02
876,0.0,0.5700000000000001
877,0.0,0.18
878,0.21,0.37
879,47.54,0.0
880,0.0,0.30000000000000004
881,0.0,0.33999999999999997
882,0.41000000000000003,0.04
883,0.0,0.27
884,0.0,0.03
885,0.0,0.02
886,0.0,0.05
887,1.79,0.02
888,0.1,0.04
889,0.43,0.0
890,0.07,0.05
891,2.36,0.09000000000000001
892,0.0,0.05
893,1.53,0.0
894,0.0,0.02
895,0.0,0.04
896,2.24,0.62
897,0.0,0.04
898,0.37,0.0
899,16.81,0.0
900,0.11,0.12
901,7.26,0.15000000000000002
902,0.0,0.1
903,7.9,0.21000000000000002
904,0.63,0.04
905,0.0,0.64
906,0.0,1.73
907,19.599999999999998,0.05
908,5.5,0.49
909,1.98,0.06
910,0.0,1.04
911,0.0,0.24000000000000002
912,13.440000000000001,0.19999999999999998
913,13.3,0.03
914,0.0,0.02
915,13.47,0.02
916,0.58,1.27
917,2.7199999999999998,0.02
918,2.19,0.16
919,22.81,0.04
920,3.67,0.02
921,0.88,0.19000000000000003
922,3.26,0.01
923,0.0,1.84
924,0.0,1.79
925,0.0,1.88
926,13.879999999999999,0.5
927,1.25,0.12
928,1.32,0.36
929,1.34,0.04
930,2.3200000000000003,0.34
931,0.16,0.42000000000000004
932,1.3599999999999999,0.1
933,1.55,0.06
934,2.5300000000000002,0.02
935,4.140000000000001,0.09999999999999999
936,2.54,0.01
937,3.6100000000000003,0.09000000000000001
938,3.81,0.0
939,0.0,10.97
940,0.0,0.78
941,0.0,6.77
942,0.0,0.44
943,0.0,0.5700000000000001
944,0.0,0.6
945,13.11,0.0
946,2.41,0.04
947,1.4899999999999998,0.07
948,3.7900000000000005,0.04
949,2.0,0.04
950,1.71,0.05
951,5.6000000000000005,0.08
952,1.52,0.08
953,1.1,0.65
954,33.62,0.02
955,1.2,0.12
956,3.9299999999999997,0.25
957,0.0,1.13
958,0.0,0.72
959,0.0,0.8400000000000001
960,0.0,16.869999999999997
961,0.0,16.009999999999998
962,0.0,0.7599999999999999
963,0.0,1.02
964,6.37,0.88
965,0.0,0.68
966,0.22,16.27
967,0.19,0.59
968,0.0,0.85
969,0.0,13.17
970,0.0,0.6300000000000001
971,0.0,0.52
972,0.0,3.63
973,0.0,2.3600000000000003
974,0.0,1.54
975,3.6799999999999997,0.0
976,2.9699999999999998,0.15
977,1.37,0.38
978,3.38,0.13
979,6.2,0.6699999999999999
980,3.61,0.18
981,3.9299999999999997,0.16999999999999998
982,0.0,1.26
983,0.0,1.03
984,0.0,0.9099999999999999
985,0.0,1.1500000000000001
986,0.0,1.15
987,0.0,1.57
988,0.0,1.4700000000000002
989,5.88,3.87
990,0.0,7.88
991,0.0,1.42
992,0.0,0.55
993,0.0,2.04
994,0.95,0.9100000000000001
995,0.0,3.22
996,0.12,1.53
997,0.0,0.73
998,27.05,1.04
999,1.1,0.44000000000000006
1000,0.0,1.07
